rank,ticker,name,price,price_date,ma200_form,discount_grade,debt_gate,debt_note,kill_type,peer_basis,peer_n,A_conclusion,n1_implied_g5,consensus_rev_growth,n2_per_share,n2_upside,n2_unreliable,n3_ret_1y,stress_drop,stress_floor_applied,odds,mispricing_label,label_ruler,label_guidance,label_note,pass_bottom_line,position_pct,ps_now,ps_p50_4y,ps_p50_1y,ps_p25_1y,net_debt,ocf_ttm,rev_ttm,op_margin,diluted_shares,shares_src,debt_fixed,shares_fixed,debt_doubt,asof
1.0,CRDO,Credo Technology Group Holding Ltd,172.72999572753906,2026-09-08,線附近,兩把尺都過,True,淨現金 738 百萬,行業殺,四位 SIC 3674,96,觀察,0.1731529235839843,0.5473,2312.297670214405,12.386775472754474,,0.656113543341623,-0.5358634366221902,True,23.115545167317983,市場比指引更悲觀,第一把尺,"拿到(只有下季指引,無法判升降)",,True,0.0373229420653698,21.102427090074503,26.612194540893032,35.192794658893405,30.63605778128777,-738053000.0,500355000.0,1591045000.0,0.3173782011193901,194378000.0,XBRL 未拆季 2026-05-03→2026-08-01,False,False,False,2026-08-01
2.0,STRL,"STERLING INFRASTRUCTURE, INC.",502.6099853515625,2026-09-08,線附近,都不過,True,淨現金 94 百萬,混合,四位 SIC 1600,11,不入,0.1192131042480468,0.19860001,2665.4437350535964,4.303204895917832,,0.15154654918897,-0.5410268172905632,True,7.9537737472387775,市場比指引更悲觀,第一把尺,拿到(上調),,True,0.0369667442737109,4.5522310615205965,1.58081325698394,5.268316499854909,4.780418978910197,-94402000.0,597698000.0,3438486000.0,0.1751791340723795,31143000.0,XBRL 未拆季 2026-04-01→2026-06-30,False,False,False,2026-06-30
3.0,FSLR,"First Solar, Inc.",214.6999969482422,2026-09-08,殺,都不過,True,淨現金 1570 百萬,行業殺,四位 SIC 3674,96,不入,0.0239906311035156,0.174,461.3589992535751,1.1488542422513173,,0.146503684184049,-0.3739512788902935,True,3.072203003718989,市場比指引更悲觀,第一把尺(隱含增速),拿到(維持),,False,0.0534829030652076,4.300809727359127,5.180734374897618,4.9555486683787935,4.199779853282996,-1569820000.0,2155743000.0,5378071000.0,0.3364964873092973,107732000.0,XBRL 未拆季 2026-04-01→2026-06-30,False,False,False,2026-06-30
4.0,COLL,"Collegium Pharmaceutical, Inc.",23.350000381469727,2026-09-08,殺,兩把尺都過,True,淨負債 ÷ 營運現金流 2.93 倍,個別殺,四位 SIC 2834,485,入選,0.0457267761230468,-0.0104,43.9388865914365,0.8817510010109404,,0.5311766114183198,-0.5315007963486673,True,1.6589834052337094,市場比指引更樂觀,第一把尺(-23.6pp),拿到(全年收入及 EBITDA 指引下調),"主線改判:子隊用了取數更正前的隱含增速,差距由 −23.6pp 變成 +5.6pp,方向掉轉",True,0.0376292945135681,0.937827014126074,1.7978959643852763,1.521096361792538,1.4030616596417704,967058000.0,329922000.0,808208000.0,0.1947988636588601,32460783.0,XBRL 未拆季 2026-04-01→2026-06-30,True,False,False,2026-06-30
5.0,CENX,Century Aluminum Company,48.220001220703125,2026-09-08,線附近,都不過,True,淨負債 ÷ 營運現金流 0.86 倍,個別殺,兩位 SIC 33,43,不入,-0.0300559997558593,0.22670001,78.59536513273636,0.6299328731454212,,-0.0112187500605523,-0.3965391591423881,True,1.5885767108292748,市場比指引更悲觀,第一把尺(-27.8pp),"拿到(僅 EBITDA 指引,按季小幅提高,不設收入指引)",,False,0.0504363807177451,1.8946671145507223,0.7934686271467394,1.8935042780575868,1.3496447236914384,292600000.0,340800000.0,2667200000.0,0.2528869226154769,104800000.0,XBRL 未拆季 2026-04-01→2026-06-30,True,False,False,2026-06-30
6.0,CLS,CELESTICA INC,333.1000061035156,2026-09-08,回調,都不過,True,淨負債 ÷ 營運現金流 0.39 倍,行業殺,四位 SIC 3672,11,不入,0.3268013000488281,0.708,515.6775530369794,0.5481163121826096,終值佔比 >150%,0.1927753063947568,-0.4120025558795015,True,1.3303711454229843,市場比指引更悲觀,第一把尺(-38.8pp),拿到(全年收入指引大幅上調至 205 億美元),,True,0.0485433881770612,2.4820430734700385,2.6749531643726105,2.975322285880425,2.697123756829536,445500000.0,1144000000.0,15594500000.0,0.0878386610664016,116200000.0,XBRL 未拆季 2026-04-01→2026-06-30,True,False,False,2026-06-30
7.0,LULU,lululemon athletica inc.,102.22930145263672,2026-09-08,殺,兩把尺都過,True,淨負債 ÷ 營運現金流 0.38 倍,混合,四位 SIC 2300,16,入選,-0.0658378601074218,0.0005,145.52637608970886,0.423529008042101,,0.6147593904438915,-0.5339540562593265,True,0.7931937272078797,市場比指引更悲觀,第一把尺,拿到(明確下調),,True,0.0374564061562003,1.0405333797306988,4.567339844905922,1.6934899996142712,1.2400027769929052,751390000.0,1982033000.0,11093955000.0,0.178365154717141,112919000.0,XBRL 未拆季 2026-05-04→2026-08-02,False,False,False,2026-08-02
8.0,CRUS,"CIRRUS LOGIC, INC.",111.2750015258789,2026-09-08,殺,都不過,True,淨現金 1037 百萬,行業殺,四位 SIC 3674,96,不入,0.0467948913574218,0.060500003,116.22710596958169,0.0445032970190619,,0.2287178615397234,-0.3936276855341728,True,0.1130593671496168,與指引重疊,第一把尺(隱含增速),"拿到(逐季新指引,無比較字眼)",,True,0.0508094342318909,2.8419820935806084,2.787055260670763,3.540901786576752,3.2622116116919053,-1036854000.0,598595000.0,2049830000.0,0.2304688681500417,52353000.0,XBRL 未拆季 2026-03-29→2026-06-27,False,False,False,2026-06-27
9.0,CRNC,CERENCE INC.,8.3100004196167,2026-09-08,殺,兩把尺都過,True,淨負債 ÷ 營運現金流 0.78 倍,個別殺,四位 SIC 7372,223,入選,0.2467994689941406,-0.076,8.61161103214965,0.03629489738905,,0.1901090065351918,-0.5518797028064053,True,0.065765958060215,市場比指引更樂觀,第一把尺(隱含增速),"拿到(維持,對比上季全年指引)",,True,0.0362397817826901,1.2819397469229763,2.26347559724186,1.629164534787103,1.3066220758690748,65987000.0,84713000.0,309494000.0,0.087174549425837,47744000.0,XBRL 未拆季 2026-04-01→2026-06-30,True,False,False,2026-06-30
10.0,INOD,INNODATA INC,55.959999084472656,2026-09-08,殺,兩把尺都過,True,淨現金 247 百萬,混合,四位 SIC 7374,70,入選,0.3976173400878906,0.2795,54.82669999348519,-0.0202519497771386,,0.3051462588464531,-0.6303251436805135,True,-0.0321293700246289,市場比指引更樂觀,第一把尺(隱含增速),拿到,,True,0.0317296560362776,6.134949515601388,7.963087150669559,8.083735662583495,6.345674394850863,-246622000.0,196203000.0,317164000.0,0.1257172945227075,34771000.0,XBRL 未拆季 2026-04-01→2026-06-30,False,False,False,2026-06-30
