date,0
1990-01,0.0
1990-02,0.0
1990-03,0.0
1990-04,0.0
1990-05,0.0
1990-06,0.0
1990-07,0.0
1990-08,0.0
1990-09,0.0
1990-10,0.0
1990-11,0.0
1990-12,0.0
1991-01,0.0
1991-02,0.0
1991-03,0.0
1991-04,0.0
1991-05,0.0
1991-06,0.0
1991-07,2.0
1991-08,2.0
1991-09,2.0
1991-10,2.0
1991-11,2.0
1991-12,1.0
1992-01,1.0
1992-02,1.0
1992-03,1.0
1992-04,2.0
1992-05,2.0
1992-06,2.0
1992-07,2.0
1992-08,1.0
1992-09,2.0
1992-10,1.0
1992-11,1.0
1992-12,1.0
1993-01,2.0
1993-02,2.0
1993-03,2.0
1993-04,1.0
1993-05,1.0
1993-06,2.0
1993-07,1.0
1993-08,2.0
1993-09,2.0
1993-10,2.0
1993-11,1.0
1993-12,1.0
1994-01,2.0
1994-02,2.0
1994-03,2.0
1994-04,2.0
1994-05,2.0
1994-06,2.0
1994-07,1.0
1994-08,2.0
1994-09,2.0
1994-10,2.0
1994-11,2.0
1994-12,2.0
1995-01,2.0
1995-02,2.0
1995-03,2.0
1995-04,2.0
1995-05,1.0
1995-06,1.0
1995-07,1.0
1995-08,1.0
1995-09,1.0
1995-10,1.0
1995-11,1.0
1995-12,1.0
1996-01,1.0
1996-02,1.0
1996-03,1.0
1996-04,1.0
1996-05,1.0
1996-06,1.0
1996-07,1.0
1996-08,1.0
1996-09,1.0
1996-10,1.0
1996-11,1.0
1996-12,1.0
1997-01,2.0
1997-02,2.0
1997-03,2.0
1997-04,2.0
1997-05,2.0
1997-06,2.0
1997-07,2.0
1997-08,2.0
1997-09,2.0
1997-10,2.0
1997-11,2.0
1997-12,2.0
1998-01,1.0
1998-02,2.0
1998-03,1.0
1998-04,1.0
1998-05,1.0
1998-06,1.0
1998-07,1.0
1998-08,1.0
1998-09,1.0
1998-10,1.0
1998-11,1.0
1998-12,1.0
1999-01,1.0
1999-02,1.0
1999-03,1.0
1999-04,2.0
1999-05,2.0
1999-06,2.0
1999-07,2.0
1999-08,2.0
1999-09,2.0
1999-10,1.0
1999-11,2.0
1999-12,2.0
2000-01,2.0
2000-02,2.0
2000-03,2.0
2000-04,1.0
2000-05,1.0
2000-06,2.0
2000-07,2.0
2000-08,2.0
2000-09,1.0
2000-10,1.0
2000-11,1.0
2000-12,1.0
2001-01,1.0
2001-02,0.0
2001-03,0.0
2001-04,0.0
2001-05,0.0
2001-06,0.0
2001-07,0.0
2001-08,0.0
2001-09,0.0
2001-10,0.0
2001-11,0.0
2001-12,0.0
2002-01,0.0
2002-02,0.0
2002-03,1.0
2002-04,0.0
2002-05,1.0
2002-06,0.0
2002-07,1.0
2002-08,2.0
2002-09,1.0
2002-10,1.0
2002-11,1.0
2002-12,1.0
2003-01,2.0
2003-02,1.0
2003-03,1.0
2003-04,1.0
2003-05,1.0
2003-06,1.0
2003-07,1.0
2003-08,2.0
2003-09,2.0
2003-10,2.0
2003-11,2.0
2003-12,2.0
2004-01,2.0
2004-02,2.0
2004-03,2.0
2004-04,2.0
2004-05,2.0
2004-06,2.0
2004-07,2.0
2004-08,2.0
2004-09,2.0
2004-10,2.0
2004-11,2.0
2004-12,2.0
2005-01,2.0
2005-02,2.0
2005-03,1.0
2005-04,1.0
2005-05,1.0
2005-06,1.0
2005-07,1.0
2005-08,1.0
2005-09,1.0
2005-10,1.0
2005-11,1.0
2005-12,1.0
2006-01,1.0
2006-02,1.0
2006-03,2.0
2006-04,2.0
2006-05,2.0
2006-06,1.0
2006-07,1.0
2006-08,1.0
2006-09,1.0
2006-10,2.0
2006-11,1.0
2006-12,1.0
2007-01,1.0
2007-02,1.0
2007-03,1.0
2007-04,1.0
2007-05,1.0
2007-06,2.0
2007-07,0.0
2007-08,1.0
2007-09,1.0
2007-10,1.0
2007-11,0.0
2007-12,0.0
2008-01,0.0
2008-02,0.0
2008-03,0.0
2008-04,0.0
2008-05,0.0
2008-06,0.0
2008-07,0.0
2008-08,0.0
2008-09,0.0
2008-10,0.0
2008-11,0.0
2008-12,0.0
2009-01,0.0
2009-02,0.0
2009-03,0.0
2009-04,0.0
2009-05,0.0
2009-06,0.0
2009-07,0.0
2009-08,1.0
2009-09,1.0
2009-10,1.0
2009-11,1.0
2009-12,1.0
2010-01,2.0
2010-02,2.0
2010-03,2.0
2010-04,2.0
2010-05,1.0
2010-06,1.0
2010-07,1.0
2010-08,1.0
2010-09,2.0
2010-10,2.0
2010-11,2.0
2010-12,1.0
2011-01,2.0
2011-02,2.0
2011-03,2.0
2011-04,2.0
2011-05,2.0
2011-06,2.0
2011-07,2.0
2011-08,1.0
2011-09,1.0
2011-10,1.0
2011-11,1.0
2011-12,1.0
2012-01,1.0
2012-02,1.0
2012-03,1.0
2012-04,1.0
2012-05,1.0
2012-06,1.0
2012-07,1.0
2012-08,1.0
2012-09,1.0
2012-10,2.0
2012-11,1.0
2012-12,2.0
2013-01,2.0
2013-02,2.0
2013-03,2.0
2013-04,2.0
2013-05,2.0
2013-06,2.0
2013-07,2.0
2013-08,2.0
2013-09,2.0
2013-10,2.0
2013-11,2.0
2013-12,2.0
2014-01,2.0
2014-02,2.0
2014-03,2.0
2014-04,2.0
2014-05,2.0
2014-06,2.0
2014-07,2.0
2014-08,2.0
2014-09,1.0
2014-10,1.0
2014-11,1.0
2014-12,1.0
2015-01,1.0
2015-02,1.0
2015-03,1.0
2015-04,1.0
2015-05,1.0
2015-06,1.0
2015-07,1.0
2015-08,1.0
2015-09,1.0
2015-10,1.0
2015-11,1.0
2015-12,1.0
2016-01,1.0
2016-02,1.0
2016-03,2.0
2016-04,2.0
2016-05,1.0
2016-06,2.0
2016-07,2.0
2016-08,2.0
2016-09,2.0
2016-10,2.0
2016-11,2.0
2016-12,2.0
2017-01,2.0
2017-02,2.0
2017-03,2.0
2017-04,2.0
2017-05,2.0
2017-06,2.0
2017-07,2.0
2017-08,2.0
2017-09,2.0
2017-10,2.0
2017-11,2.0
2017-12,1.0
2018-01,2.0
2018-02,1.0
2018-03,1.0
2018-04,1.0
2018-05,1.0
2018-06,1.0
2018-07,1.0
2018-08,1.0
2018-09,1.0
2018-10,1.0
2018-11,1.0
2018-12,1.0
2019-01,0.0
2019-02,1.0
2019-03,1.0
2019-04,2.0
2019-05,1.0
2019-06,1.0
2019-07,2.0
2019-08,2.0
2019-09,2.0
2019-10,2.0
2019-11,1.0
2019-12,1.0
2020-01,1.0
2020-02,2.0
2020-03,1.0
2020-04,0.0
2020-05,0.0
2020-06,0.0
2020-07,0.0
2020-08,1.0
2020-09,1.0
2020-10,1.0
2020-11,2.0
2020-12,2.0
2021-01,2.0
2021-02,2.0
2021-03,2.0
2021-04,2.0
2021-05,2.0
2021-06,2.0
2021-07,2.0
2021-08,2.0
2021-09,2.0
2021-10,2.0
2021-11,2.0
2021-12,2.0
2022-01,2.0
2022-02,1.0
2022-03,1.0
2022-04,1.0
2022-05,1.0
2022-06,1.0
2022-07,1.0
2022-08,1.0
2022-09,1.0
2022-10,1.0
2022-11,1.0
2022-12,1.0
2023-01,1.0
2023-02,1.0
2023-03,0.0
2023-04,0.0
2023-05,0.0
2023-06,0.0
2023-07,0.0
2023-08,0.0
2023-09,0.0
2023-10,1.0
2023-11,0.0
2023-12,1.0
2024-01,1.0
2024-02,0.0
2024-03,0.0
2024-04,0.0
2024-05,1.0
2024-06,0.0
2024-07,0.0
2024-08,1.0
2024-09,0.0
2024-10,0.0
2024-11,1.0
2024-12,1.0
2025-01,1.0
2025-02,2.0
2025-03,1.0
2025-04,1.0
2025-05,1.0
2025-06,0.0
2025-07,1.0
2025-08,1.0
2025-09,1.0
2025-10,1.0
2025-11,2.0
2025-12,1.0
2026-01,0.0
2026-02,1.0
2026-03,1.0
2026-04,2.0
2026-05,2.0
2026-06,1.0
2026-07,2.0
2026-08,2.0
2026-09,1.0
