ticker,p0,p1,ret,rel_spy,ma200,px_vs_ma200,ma200_slope_40d,med_dollar_vol_60d,name,entity_id,sic,sic_description,approx_mcap_usd,shares_outstanding,mcap_now_usd
ABLV,1.059999942779541,0.9399999976158142,-0.11320750154859627,-0.1311817906409345,0.8286349987983703,0.1343957218545413,0.0013903128469328063,36932.99832344055,Able View Global Inc.,0001957489,5960,Retail-Nonstore Retailers,,,
ABM,38.845420837402344,47.04999923706055,0.21121095415597657,0.19323666506363835,43.09435613632202,0.09179028196234085,0.020631955508098487,18949408.946800232,ABM INDUSTRIES INC /DE/,0000771497,7340,Services-To Dwellings & Other Buildings,2721669628.947563,58580923.0,2756232382.4563026
ABNB,137.8699951171875,181.94000244140625,0.3196490091028137,0.30167472001047546,139.40932498931886,0.3050777087927652,0.06513947465765146,605936850.8514404,"Airbnb, Inc.",0001559720,7340,Services-To Dwellings & Other Buildings,,,
ABOS,2.509999990463257,3.180000066757202,0.266932302326538,0.24895801323419975,2.443250000476837,0.3015451002298484,0.04321620966674966,839679.5332193375,"Acumen Pharmaceuticals, Inc.",0001576885,2836,"Biological Products, (No Diagnostic Substances)",224183576.60328627,72317285.0,229968971.1276996
ABR,5.31256628036499,5.25,-0.011777035252479084,-0.02975132434481731,6.417963020801544,-0.18198344506130792,-0.11717800981230353,17075133.31718445,ARBOR REALTY TRUST INC,0001253986,6798,Real Estate Investment Trusts,962639473.4135017,186558043.0,979429725.75
ABSI,6.519999980926514,8.819999694824219,0.35276069334755844,0.3347864042552202,5.274775011539459,0.6721091753731645,0.22143538038724486,27689536.261749268,Absci Corp,0001672688,8731,Services-Commercial Physical & Biological Research,1510203320.7327747,171614010.0,1513635515.8275604
ABT,87.15835571289062,108.33000183105469,0.24291011395288176,0.22493582486054353,105.21736248016357,0.02958294408375739,-0.03078417434597447,1005828310.4721069,ABBOTT LABORATORIES,0000001800,2834,Pharmaceutical Preparations,191155444821.4043,1730383296.0,187452425624.10645
ABTC,16.200000762939453,7.989999771118164,-0.5067901608130296,-0.5247644499053679,18.197799963951113,-0.5609359490187861,-0.4281976911750598,9715604.389381409,American Bitcoin Corp.,0001755953,6199,Finance Services,651654925.7440166,82802406.0,661591204.9880333
ABTS,2.140000104904175,1.5099999904632568,-0.2943925624102379,-0.31236685150257615,2.625349994301796,-0.42483859533371027,-0.2991494598904203,42176.999390125275,Abits Group Inc,0001864055,6199,Finance Services,3507592.645204067,2369995.0,3578692.4273979664
ABUS,4.480000019073486,5.150000095367432,0.14955358782174932,0.1315792987294111,4.490249975919723,0.1469294856602219,0.01095372863022881,8955802.28600502,Arbutus Biopharma Corp,0001447028,2834,Pharmaceutical Preparations,1009023939.6317601,197847835.0,1018916369.1182399
ABVC,1.3600000143051147,0.9599999785423279,-0.2941176702613234,-0.31209195935366163,1.5117949959635735,-0.36499328208818926,-0.19018734625210942,113182.9994559288,"ABVC BIOPHARMA, INC.",0001173313,2834,Pharmaceutical Preparations,23042698.17391604,26654365.0,25588189.828059375
ABVX,129.69000244140625,114.79000091552734,-0.11488936113337422,-0.13286365022571245,119.40822505950928,-0.03867592991756097,0.04340584001656955,126370458.73756409,Abivax S.A.,0001956827,2834,Pharmaceutical Preparations,8723824788.764463,78536412.0,9015194805.382233
ABX,9.050000190734863,9.609999656677246,0.06187839272265361,0.04390410363031538,8.98045080423355,0.07010214366375855,0.09517919757399707,5423067.110824585,"Abacus Global Management, Inc.",0001814287,6282,Investment Advice,935871793.0861741,97792249.0,939783479.3156958
ACA,124.5970458984375,145.4499969482422,0.1673631256619239,0.14938883656958568,123.3400658416748,0.17925992625096177,0.08297834516342317,88051677.46200562,"Arcosa, Inc.",0001739445,3440,Fabricated Structural Metal Products,7142585219.187912,49106809.0,7142585219.187912
ACAD,21.520000457763672,28.020000457763672,0.3020446032404718,0.28407031414813355,24.46549997329712,0.1452862393307357,0.04705416457810263,38909922.55268097,ACADIA PHARMACEUTICALS INC,0001070494,2834,Pharmaceutical Preparations,4984798688.323471,172305518.0,4828000693.235207
ACB,3.640000104904175,3.950000047683716,0.0851648169904935,0.06719052789815527,3.6364750146865843,0.08621674333823326,-0.08355916944216546,3643650.996685028,AURORA CANNABIS INC,0001683541,2833,Medicinal Chemicals & Botanical Products,226623962.7284112,56234231.0,222125215.1314571
ACCL,1.4500000476837158,2.740000009536743,0.8896551168489417,0.8716808277566035,2.116075005531311,0.2948501363961695,-0.03742411139495416,46727.00012922287,Acco Group Holdings Ltd,0002038378,8742,Services-Management Consulting Services,34250000.11920929,12500000.0,34250000.11920929
ACCO,3.8406739234924316,4.420000076293945,0.15083971311855504,0.13286542402621682,3.6668078970909117,0.20540813708855166,0.038120660289925556,2823427.5158405304,ACCO BRANDS Corp,0000712034,2780,"Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",399691762.39749146,92307568.0,407999457.60250854
ACCS,6.239999771118164,5.329999923706055,-0.1458333142292798,-0.16380760332161803,7.449999995231629,-0.2845637681721449,-0.08510261310369549,107611.00244522095,ACCESS Newswire Inc.,0000843006,8742,Services-Management Consulting Services,20246438.01399994,3827304.0,20399530.027999878
ACDC,6.730000019073486,5.150000095367432,-0.23476967596258225,-0.25274396505492047,5.424400013685227,-0.05058622476688868,0.011100906047776693,7347530.143451691,ProFrac Holding Corp.,0001881487,1389,"Oil & Gas Field Services, NEC",919719982.8371601,182122762.0,937932241.66858
