date,engine,hand,abs_diff,rel_diff
2023-01-03,1000000.0,1000000.0,0.0,0.0
2023-01-04,1000000.0,1000000.0,0.0,0.0
2023-01-05,1000000.0,1000000.0,0.0,0.0
2023-01-06,1000000.0,1000000.0,0.0,0.0
2023-01-09,1000000.0,1000000.0,0.0,0.0
2023-01-10,1000000.0,1000000.0,0.0,0.0
2023-01-11,1000000.0,1000000.0,0.0,0.0
2023-01-12,1000000.0,1000000.0,0.0,0.0
2023-01-13,1000000.0,1000000.0,0.0,0.0
2023-01-17,1000000.0,1000000.0,0.0,0.0
2023-01-18,1000000.0,1000000.0,0.0,0.0
2023-01-19,1000000.0,1000000.0,0.0,0.0
2023-01-20,1000000.0,1000000.0,0.0,0.0
2023-01-23,1000000.0,1000000.0,0.0,0.0
2023-01-24,1000000.0,1000000.0,0.0,0.0
2023-01-25,1000000.0,1000000.0,0.0,0.0
2023-01-26,1000000.0,1000000.0,0.0,0.0
2023-01-27,1000000.0,1000000.0,0.0,0.0
2023-01-30,1000000.0,1000000.0,0.0,0.0
2023-01-31,1000000.0,1000000.0,0.0,0.0
2023-02-01,1000000.0,1000000.0,0.0,0.0
2023-02-02,1000000.0,1000000.0,0.0,0.0
2023-02-03,1010926.8413060309,1010926.8413060309,0.0,0.0
2023-02-06,1006248.7428699218,1006248.7428699218,0.0,0.0
2023-02-07,1011180.089341651,1011180.089341651,0.0,0.0
2023-02-08,1006569.5586879692,1006569.5586879692,0.0,0.0
2023-02-09,1004796.32407376,1004796.32407376,0.0,0.0
2023-02-10,1005422.1391833151,1005422.1391833151,0.0,0.0
2023-02-13,1010225.851792623,1010225.851792623,0.0,0.0
2023-02-14,1009126.3802328001,1009126.3802328001,0.0,0.0
2023-02-15,1012729.138460076,1012729.138460076,0.0,0.0
2023-02-16,1009989.0235674032,1009989.0235674032,0.0,0.0
2023-02-17,1008026.9611326453,1008026.9611326453,0.0,0.0
2023-02-21,1001142.8637800015,1001142.8637800015,0.0,0.0
2023-02-22,1001870.1354820179,1001870.1354820179,0.0,0.0
2023-02-23,1002698.9162361632,1002698.9162361632,0.0,0.0
2023-02-24,998149.028716588,998149.028716588,0.0,0.0
2023-02-27,1000195.6557982863,1000195.6557982863,0.0,0.0
2023-02-28,999333.0124638551,999333.0124638551,0.0,0.0
2023-03-01,995781.0349923059,995781.0349923059,0.0,0.0
2023-03-02,996795.9419050165,996795.9419050165,0.0,0.0
2023-03-03,1005456.001763601,1005456.001763601,0.0,0.0
2023-03-06,1010192.0154419134,1010192.0154419134,0.0,0.0
2023-03-07,1006420.1016908371,1006420.1016908371,0.0,0.0
2023-03-08,1008568.2115950882,1008568.2115950882,0.0,0.0
2023-03-09,1004711.7594268197,1004711.7594268197,0.0,0.0
2023-03-10,1001176.6739009633,1001176.6739009633,0.0,0.0
2023-03-13,1004508.8462415537,1004508.8462415537,0.0,0.0
2023-03-14,1008094.6076043167,1008094.6076043167,0.0,0.0
2023-03-15,1008771.2034694265,1008771.2034694265,0.0,0.0
2023-03-16,1013608.7261996961,1013608.7261996961,0.0,0.0
2023-03-17,1012170.9173628681,1012170.9173628681,0.0,0.0
2023-03-20,1016230.3876352229,1016230.3876352229,0.0,0.0
2023-03-21,1019410.2701681296,1019410.2701681296,0.0,0.0
2023-03-22,1016957.6855671591,1016957.6855671591,0.0,0.0
2023-03-23,1018818.265179536,1018818.265179536,0.0,0.0
2023-03-24,1021050.9921902234,1021050.9921902234,0.0,0.0
2023-03-27,1017718.7673901371,1017718.7673901371,0.0,0.0
2023-03-28,1016653.2371000159,1016653.2371000159,0.0,0.0
2023-03-29,1021930.4750110233,1021930.4750110233,0.0,0.0
2023-03-30,1024619.8616072936,1024619.8616072936,0.0,0.0
2023-03-31,1028916.0289563,1028916.0289563,0.0,0.0
