weight_quality,weight_value,weight_momentum,weight_low_vol,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
0.0,0.0,0.0,1.0,monthly,2.1062711806858756,0.10246513401736435,-0.33098894490994046,,,0.6087963815144052,,0.02299737927967818,-0.08720456567981438,-0.036054560478914865,run-780af93b496a9520,1,0,2929,2015-01-02,2026-08-26,True,0.0553
0.0,0.0,0.0,1.0,quarterly,2.1062711806858756,0.10246513401736435,-0.33098894490994046,,,0.6087963815144052,,0.02299737927967818,-0.08720456567981438,-0.036054560478914865,run-46ea7117bcc953e5,1,0,2929,2015-01-02,2026-08-26,True,0.0186
0.0,0.0,0.05,0.95,monthly,2.1967095954314173,0.10519158413462315,-0.33143193803353055,0.9883040935672515,177.808660984632,0.6310615113947567,1489.391812865497,0.0377073128468727,-0.08447811556255558,-0.03332811036165606,run-94d3223cf6d2fad8,280,171,2929,2015-01-02,2026-08-26,False,3.7903
0.0,0.0,0.05,0.95,quarterly,2.2024326875350644,0.10536173710967156,-0.3314411484260129,0.9787234042553191,452.1845619195965,0.6326749378649611,1502.468085106383,0.03250226881286425,-0.08430796258750717,-0.03315795738660765,run-626cdceb52cad4bb,94,47,2929,2015-01-02,2026-08-26,False,0.2365
0.0,0.0,0.1,0.9,monthly,2.2885467197733917,0.10788899214787495,-0.33187473178997773,0.9883040935672515,183.766163587592,0.6514858007026881,1516.122807017544,0.050949982815930175,-0.08178070754930378,-0.03063070234840426,run-cb38c8ae01a7a191,280,171,2929,2015-01-02,2026-08-26,True,0.0229
0.0,0.0,0.1,0.9,quarterly,2.2995722510110506,0.10820818764982443,-0.33189215751883583,0.9782608695652174,467.56033641151606,0.6544112514163053,1476.4130434782608,0.04100665455108532,-0.0814615120473543,-0.030311506846454783,run-23dfe254c3a28464,94,46,2929,2015-01-02,2026-08-26,True,0.0208
0.0,0.0,0.15,0.85,monthly,2.3817539563767776,0.1105571445828013,-0.3323173265486973,0.9880239520958084,193.90704192764076,0.6699810322594757,1537.3293413173653,0.0627078628281465,-0.07911255511437743,-0.027962549913477908,run-424fb0d1205b34b9,280,167,2929,2015-01-02,2026-08-26,False,0.2721
0.0,0.0,0.15,0.85,quarterly,2.397629852182104,0.11100489574377215,-0.332341976914483,0.9782608695652174,472.8179889365928,0.6739552425792363,1476.4130434782608,0.0485054419453461,-0.07866480395340658,-0.027514798752507064,run-2f4b2ede449d4b76,94,46,2929,2015-01-02,2026-08-26,False,0.2562
0.0,0.0,0.2,0.8,monthly,2.4763002840336434,0.11319582668386974,-0.3327597226782013,0.9875,207.46908032870172,0.6865811315585402,1550.775,0.07296344774388189,-0.07647387301330899,-0.025323867812409473,run-04f46ca28406ae27,280,160,2929,2015-01-02,2026-08-26,True,0.0261
0.0,0.0,0.2,0.8,quarterly,2.4965430906149693,0.11375224521450256,-0.3327906113141301,0.9782608695652174,478.0564181338744,0.6913625475882812,1476.4130434782608,0.054993838854611725,-0.07591745448267617,-0.024767449281776655,run-8ca277d691282a28,94,46,2929,2015-01-02,2026-08-26,True,0.0235
0.0,0.0,0.25,0.75,monthly,2.5721522236679295,0.11580482240410195,-0.3332019205460832,0.9872611464968153,216.73197200179303,0.7012622026675576,1563.6496815286623,0.08169925915670585,-0.07386487729307678,-0.022714872092177263,run-94314d5d72f8d70b,280,157,2929,2015-01-02,2026-08-26,False,0.3464
0.0,0.0,0.25,0.75,quarterly,2.596247217477674,0.11645059498208976,-0.33323806539421474,0.9782608695652174,483.2732907559219,0.7066023181248949,1476.4130434782608,0.06046735411119426,-0.07321910471508897,-0.02206909951418945,run-04adf24a926f8ef7,94,46,2929,2015-01-02,2026-08-26,False,0.2711
0.0,0.0,0.3,0.7,monthly,2.6692738073525213,0.11838391439346752,-0.3336439205190377,0.9869281045751634,228.03938481986873,0.7139717187030235,1563.9019607843138,0.0888978509335687,-0.07128578530371121,-0.020135780102811696,run-5642d41d11456096,280,153,2929,2015-01-02,2026-08-26,True,0.0238
0.0,0.0,0.3,0.7,quarterly,2.696675172891366,0.11910028034017106,-0.3336843438066005,0.9782608695652174,488.46624964430157,0.7196693204526098,1476.4130434782608,0.06492179581258309,-0.07056941935700767,-0.01941941415610815,run-9deb5cfd442139b7,94,46,2929,2015-01-02,2026-08-26,True,0.0245
0.0,0.0,0.35,0.65,monthly,2.7676265504954802,0.12093288398586055,-0.33408572296285266,0.9863013698630136,242.92526696542342,0.7247392141707238,1524.8424657534247,0.09454181478137325,-0.06873681571131818,-0.01758681051041866,run-8ff1358ae3511f44,280,146,2929,2015-01-02,2026-08-26,False,0.2601
0.0,0.0,0.35,0.65,quarterly,2.797757627558692,0.12170161413758174,-0.3341294511787388,0.9782608695652174,493.6329150746083,0.7306237624395469,1476.4130434782608,0.06835326935664437,-0.06796808555959699,-0.016818080358697474,run-bcd4d05edc125f3d,94,46,2929,2015-01-02,2026-08-26,False,0.2126
0.0,0.0,0.4,0.6,monthly,2.86716942735184,0.12345151118464504,-0.3345273282424146,0.9856115107913669,258.91487985032336,0.7336449237881314,1465.8920863309352,0.09861378584049725,-0.0662181885125337,-0.015068183311634176,run-850264a2ee933ed3,280,139,2929,2015-01-02,2026-08-26,True,0.0272
0.0,0.0,0.4,0.6,quarterly,2.8994230286897267,0.12425488787301786,-0.3345733921138262,0.9782608695652174,498.7708861432029,0.7395673910047602,1476.4130434782608,0.07075817523699887,-0.06541481182416087,-0.01426480662326135,run-38a33181a02af868,94,46,2929,2015-01-02,2026-08-26,True,0.025
0.0,0.0,0.45,0.55,monthly,2.967858850014941,0.12593957464674155,-0.33501335077093974,0.9856115107913669,262.3812166073638,0.7408005449088445,1465.8920863309352,0.10109644830598181,-0.06373012505043718,-0.012580119849537663,run-d979d0079e458560,280,139,2929,2015-01-02,2026-08-26,False,0.2375
0.0,0.0,0.45,0.55,quarterly,3.0015976502394377,0.12676037270980767,-0.335066902067909,0.9782608695652174,503.87774219523936,0.7466323553281937,1476.4130434782608,0.07213320661522843,-0.06290932698737106,-0.011759321786471544,run-22f7736d198eb793,94,46,2929,2015-01-02,2026-08-26,False,0.2925
0.0,0.0,0.5,0.5,monthly,3.069648651038472,0.12839685166521653,-0.3355436989410111,0.9856115107913669,265.8624292433839,0.7463368295241868,1465.8920863309352,0.1019725410772616,-0.0612728480319622,-0.010122842831062684,run-c8fb0eb8552b5b8a,280,139,2929,2015-01-02,2026-08-26,True,0.0293
0.0,0.0,0.5,0.5,quarterly,3.1042056474632354,0.12921832041718684,-0.33559769771381476,0.9782608695652174,508.9510442928239,0.7519638871086692,1476.4130434782608,0.07247534668636119,-0.06045137927999189,-0.009301374079092373,run-cfb017af7ec9f4f4,94,46,2929,2015-01-02,2026-08-26,True,0.0293
0.0,0.0,0.55,0.45,monthly,3.1724900698382568,0.13082311815034786,-0.33607359931278113,0.9856115107913669,269.3575259173181,0.7503812386963108,1465.8920863309352,0.1012248634375087,-0.05884658154683087,-0.00769657634593135,run-091439ad2b51b90e,280,139,2929,2015-01-02,2026-08-26,False,0.3053
0.0,0.0,0.55,0.45,quarterly,3.2071691157902587,0.13162896424385573,-0.3361269658751298,0.9782608695652174,513.9883367229759,0.7557065210733053,1476.4130434782608,0.07178186585386256,-0.058040735453323,-0.006890730252423483,run-0f0a787e8108c2a8,94,46,2929,2015-01-02,2026-08-26,False,0.4269
